AID_ID_Number,lane_id,speed,occupancy,volume
AID01222,Fast Lane,78,0,1
AID01222,Middle Lane,67,2,4
AID01222,Slow Lane,45,3,1
AID01223,Fast Lane,70,0,0
AID01223,Middle Lane,53,3,3
AID01223,Slow Lane,70,0,0
AID02104,Fast Lane,70,0,0
AID02104,Slow Lane,70,0,0
AID02105,Fast Lane,68,1,2
AID02105,Slow Lane,34,2,1
AID02106,Fast Lane,105,0,1
AID02106,Middle Lane,70,0,0
AID02106,Slow Lane,95,3,8
AID02107,Fast Lane,100,0,1
AID02107,Middle Lane,95,1,3
AID02107,Slow Lane,94,0,3
AID02108,Fast Lane,102,1,2
AID02108,Middle Lane,97,2,7
AID02108,Slow Lane,87,2,5
AID02109,Fast Lane,119,3,3
AID02109,Middle Lane,101,1,4
AID02109,Slow Lane,112,2,4
AID02110,Fast Lane,117,0,1
AID02110,Middle Lane,97,3,6
AID02110,Slow Lane,98,3,6
AID02111,Fast Lane,123,1,2
AID02111,Middle Lane,90,0,3
AID02111,Slow Lane,83,5,11
AID02112,Fast Lane,102,3,3
AID02112,Slow Lane,86,5,8
AID02113,Fast Lane,103,2,5
AID02113,Slow Lane,92,3,4
AID02114,Fast Lane,96,2,5
AID02114,Slow Lane,79,2,5
AID02115,Fast Lane,92,3,6
AID02115,Slow Lane,86,3,4
AID02116,Fast Lane,87,0,2
AID02116,Middle Lane,73,0,1
AID02117,Fast Lane,108,1,3
AID02117,Slow Lane,103,1,4
AID02118,Fast Lane,85,8,13
AID02118,Middle Lane 1,70,0,0
AID02118,Middle Lane 2,82,0,1
AID02118,Middle Lane 3,86,2,4
AID02118,Slow Lane,70,0,0
AID02119,Fast Lane,96,5,9
AID02119,Slow Lane,98,2,2
AID02120,Fast Lane,127,0,2
AID02120,Middle Lane 1,104,3,7
AID02120,Middle Lane 2,95,3,6
AID02120,Slow Lane,90,2,3
AID02121,Fast Lane,108,1,2
AID02121,Middle Lane,83,6,7
AID02121,Slow Lane,84,2,4
AID02122,Fast Lane,111,0,1
AID02122,Middle Lane,85,2,3
AID02122,Slow Lane,80,4,6
AID02123,Fast Lane,103,1,6
AID02123,Middle Lane,89,1,3
AID02123,Slow Lane,101,4,8
AID02124,Fast Lane,78,2,5
AID02124,Slow Lane,61,3,3
AID02125,Fast Lane,73,1,2
AID02125,Slow Lane,80,0,0
AID02126,Fast Lane,97,3,6
AID02126,Slow Lane,85,11,10
AID02127,Fast Lane,76,3,4
AID02127,Slow Lane,69,6,4
AID02201,Fast Lane,95,2,3
AID02201,Slow Lane,71,1,2
AID02202,Fast Lane,100,2,4
AID02202,Slow Lane,73,1,2
AID02203,Fast Lane,79,1,2
AID02203,Slow Lane,59,2,2
AID02204,Fast Lane,82,3,7
AID02204,Slow Lane,77,2,5
AID02205,Fast Lane,105,2,5
AID02205,Slow Lane,93,7,8
AID02206,Fast Lane,104,0,2
AID02206,Slow Lane,95,2,5
AID02207,Fast Lane,91,3,6
AID02207,Middle Lane,75,10,10
AID02207,Slow Lane,69,1,3
AID02208,Fast Lane,113,2,6
AID02208,Middle Lane,93,4,11
AID02208,Slow Lane,79,1,4
AID02209,Fast Lane,148,2,4
AID02209,Middle Lane,95,1,4
AID02209,Slow Lane,80,0,0
AID02210,Fast Lane,105,3,6
AID02210,Middle Lane,87,1,6
AID02210,Slow Lane,75,0,2
AID02211,Fast Lane,91,5,10
AID02211,Middle Lane,84,4,7
AID02211,Slow Lane,70,1,6
AID02212,Fast Lane,90,6,9
AID02212,Middle Lane,81,10,15
AID02212,Slow Lane,70,3,2
AID02213,Fast Lane,78,6,7
AID02213,Middle Lane,75,8,11
AID02213,Slow Lane,60,10,9
AID02214,Fast Lane,84,1,3
AID02214,Middle Lane 1,75,5,11
AID02214,Middle Lane 2,82,1,3
AID02214,Slow Lane,75,1,4
AID02215,Fast Lane,87,1,3
AID02215,Slow Lane,94,0,1
AID03101,Fast Lane,72,0,1
AID03101,Middle Lane,58,0,1
AID03101,Slow Lane,67,1,5
AID03102,Fast Lane,50,0,0
AID03102,Slow Lane,50,0,0
AID03103,Fast Lane,90,1,2
AID03103,Slow Lane,79,5,8
AID03104,Fast Lane,43,3,1
AID03106,Fast Lane,143,0,3
AID03106,Middle Lane,119,2,6
AID03106,Slow Lane,97,3,4
AID03107,Fast Lane,111,2,3
AID03107,Middle Lane,91,2,4
AID03107,Slow Lane,77,2,2
AID03108,Fast Lane,118,5,9
AID03108,Middle Lane,98,2,5
AID03108,Slow Lane,80,7,8
AID03109,Fast Lane,111,6,10
AID03109,Middle Lane,97,3,8
AID03109,Slow Lane,75,6,6
AID03111,Fast Lane,107,2,5
AID03111,Middle Lane,89,2,6
AID03111,Slow Lane,80,6,10
AID03112,Fast Lane,120,1,4
AID03112,Middle Lane,105,2,7
AID03112,Slow Lane,90,5,9
AID03113,Fast Lane,105,1,4
AID03113,Middle Lane,96,1,6
AID03113,Slow Lane,74,3,2
AID03114,Fast Lane,100,0,0
AID03114,Middle Lane,115,2,5
AID03114,Slow Lane,97,5,3
AID03115,Fast Lane,81,2,4
AID03115,Middle Lane,75,2,3
AID03115,Slow Lane,65,1,1
AID03116,Fast Lane,95,0,1
AID03116,Middle Lane,87,1,2
AID03116,Slow Lane,80,0,0
AID03117,Fast Lane,106,2,4
AID03117,Middle Lane,82,4,5
AID03117,Slow Lane,82,2,3
AID03118,Fast Lane,100,0,0
AID03118,Middle Lane,82,1,3
AID03118,Slow Lane,100,0,0
AID03119,Fast Lane,125,0,2
AID03119,Middle Lane,94,1,3
AID03119,Slow Lane,116,2,2
AID03120,Fast Lane,107,1,2
AID03120,Middle Lane,93,1,2
AID03120,Slow Lane,88,2,3
AID03121,Fast Lane,101,1,2
AID03121,Middle Lane,79,3,2
AID03121,Slow Lane,100,1,3
AID03122,Fast Lane,114,0,1
AID03122,Middle Lane,134,2,3
AID03122,Slow Lane,115,0,2
AID03123,Fast Lane,100,0,0
AID03123,Middle Lane,100,0,0
AID03123,Slow Lane,115,2,3
AID03124,Fast Lane,113,0,1
AID03124,Slow Lane,100,0,0
AID03125,Fast Lane,113,0,1
AID03125,Slow Lane,100,0,0
AID03201,Fast Lane,80,0,0
AID03201,Middle Lane,87,1,2
AID03201,Slow Lane,91,0,1
AID03202,Fast Lane,126,0,1
AID03202,Middle Lane 1,121,1,1
AID03202,Middle Lane 2,105,3,5
AID03202,Slow Lane,80,0,0
AID03203,Fast Lane,110,0,1
AID03203,Middle Lane,89,1,4
AID03203,Slow Lane,77,0,2
AID03204,Fast Lane,91,0,1
AID03204,Middle Lane,88,5,9
AID03204,Slow Lane,85,2,4
AID03205,Fast Lane,129,0,2
AID03205,Middle Lane,117,3,7
AID03205,Slow Lane,92,3,8
AID03206,Fast Lane,170,0,2
AID03206,Middle Lane,124,3,8
AID03206,Slow Lane,126,1,3
AID03207,Fast Lane,144,0,1
AID03207,Middle Lane,110,3,8
AID03207,Slow Lane,99,0,2
AID03208,Fast Lane,103,0,2
AID03208,Middle Lane,100,4,10
AID03208,Slow Lane,86,3,6
AID03209,Fast Lane,100,1,3
AID03209,Middle Lane,89,1,1
AID03209,Slow Lane,82,7,13
AID03210,Fast Lane,97,1,2
AID03210,Middle Lane,96,0,2
AID03210,Slow Lane,50,0,1
AID03211,Fast Lane,81,3,4
AID03211,Middle Lane 1,67,1,1
AID03211,Middle Lane 2,73,5,6
AID03211,Slow Lane,76,1,3
AID04101,Fast Lane,66,2,2
AID04101,Middle Lane,50,0,0
AID04101,Slow Lane,66,2,4
AID04102,Fast Lane,80,0,0
AID04102,Slow Lane,77,0,1
AID04103,Fast Lane,80,1,2
AID04103,Slow Lane,78,2,3
AID04104,Fast Lane,83,0,1
AID04104,Middle Lane 1,66,2,5
AID04104,Middle Lane 2,80,0,0
AID04104,Slow Lane,65,1,3
AID04105,Fast Lane,89,0,3
AID04105,Middle Lane,76,3,9
AID04105,Slow Lane,77,4,5
AID04106,Fast Lane,85,3,2
AID04106,Middle Lane,85,1,4
AID04106,Slow Lane,73,6,10
AID04107,Fast Lane,93,3,8
AID04107,Middle Lane,76,5,10
AID04107,Slow Lane,73,9,11
AID04108,Fast Lane,91,5,10
AID04108,Slow Lane,89,1,2
AID04109,Fast Lane,73,5,12
AID04109,Slow Lane,77,0,1
AID04110,Fast Lane,80,3,10
AID04110,Middle Lane 1,71,13,15
AID04110,Middle Lane 2,67,1,3
AID04110,Middle Lane 3,65,2,5
AID04110,Slow Lane,73,4,7
AID04111,Fast Lane,67,9,11
AID04111,Slow Lane,66,5,6
AID04112,Fast Lane,99,0,1
AID04112,Middle Lane,71,3,7
AID04112,Slow Lane,68,2,3
AID04113,Fast Lane,98,0,2
AID04113,Middle Lane,101,2,6
AID04113,Slow Lane,79,2,5
AID04114,Fast Lane,102,2,3
AID04114,Middle Lane,94,4,6
AID04114,Slow Lane,75,3,5
AID04115,Fast Lane,88,2,2
AID04115,Slow Lane,67,2,3
AID04116,Fast Lane,72,1,2
AID04116,Slow Lane,66,0,2
AID04117,Fast Lane,55,8,9
AID04117,Slow Lane,52,2,1
AID04118,Fast Lane,85,1,4
AID04118,Slow Lane,82,3,4
AID04119,Fast Lane,70,0,0
AID04119,Slow Lane,67,2,2
AID04120,Fast Lane,90,0,1
AID04120,Slow Lane,70,2,2
AID04121,Fast Lane,95,2,6
AID04121,Slow Lane,95,1,3
AID04122,Fast Lane,92,2,5
AID04122,Middle Lane,89,1,3
AID04122,Slow Lane,56,1,3
AID04201,Fast Lane,50,0,0
AID04201,Slow Lane,50,0,0
AID04202,Fast Lane,44,4,1
AID04202,Slow Lane,70,0,0
AID04203,Fast Lane,69,3,4
AID04203,Middle Lane,75,1,3
AID04203,Slow Lane,97,0,1
AID04204,Fast Lane,96,0,1
AID04204,Slow Lane,69,0,1
AID04205,Fast Lane,70,0,0
AID04205,Middle Lane,36,1,3
AID04205,Slow Lane,70,0,0
AID04206,Fast Lane,76,1,2
AID04206,Slow Lane,75,3,2
AID04207,Fast Lane,82,1,2
AID04207,Slow Lane,79,1,6
AID04208,Fast Lane,87,1,2
AID04208,Middle Lane,59,0,1
AID04208,Slow Lane,70,0,0
AID04209,Fast Lane,100,1,5
AID04209,Middle Lane,70,0,0
AID04209,Slow Lane,91,0,1
AID04210,Fast Lane,70,0,0
AID04210,Middle Lane 1,75,3,6
AID04210,Middle Lane 2,77,2,3
AID04210,Slow Lane,56,0,1
AID04211,Fast Lane,70,0,0
AID04211,Slow Lane,76,1,1
AID04212,Fast Lane,70,2,2
AID04212,Middle Lane 1,71,0,1
AID04212,Middle Lane 2,60,2,4
AID04212,Middle Lane 3,73,2,6
AID04212,Middle Lane 4,70,0,0
AID04212,Slow Lane,78,0,2
AID04213,Fast Lane,80,2,4
AID04213,Middle Lane,82,4,6
AID04213,Slow Lane,54,1,2
AID04214,Fast Lane,92,2,4
AID04214,Middle Lane 1,72,0,2
AID04214,Middle Lane 2,79,3,4
AID04214,Middle Lane 3,77,4,7
AID04214,Slow Lane,70,0,0
AID04215,Fast Lane,82,1,2
AID04215,Middle Lane 1,80,2,3
AID04215,Middle Lane 2,86,2,3
AID04215,Slow Lane,74,3,4
AID04216,Fast Lane,87,4,4
AID04216,Middle Lane,78,6,8
AID04216,Slow Lane,73,2,4
AID04217,Fast Lane,92,1,3
AID04217,Middle Lane,85,2,5
AID04217,Slow Lane,73,5,7
AID04218,Fast Lane,79,3,7
AID04218,Middle Lane,75,5,10
AID04218,Slow Lane,83,0,2
AID04219,Fast Lane,73,1,4
AID04219,Middle Lane,65,4,6
AID04219,Slow Lane,62,4,8
AID04220,Fast Lane,80,0,0
AID04220,Slow Lane,81,1,3
AID04221,Fast Lane,80,3,4
AID04221,Slow Lane,103,1,3
AID04222,Fast Lane,70,0,0
AID05101,Fast Lane,80,0,1
AID05101,Slow Lane,71,2,4
AID05102,Fast Lane,58,4,2
AID05103,Fast Lane,81,0,1
AID05103,Middle Lane,62,1,2
AID05103,Slow Lane,70,0,0
AID05104,Fast Lane,66,1,3
AID05104,Middle Lane,62,1,3
AID05104,Slow Lane,50,6,7
AID05109,Fast Lane,71,3,6
AID05109,Middle Lane 1,50,0,0
AID05109,Middle Lane 2,51,6,5
AID05109,Slow Lane,53,3,4
AID05110,Fast Lane,53,7,11
AID05110,Slow Lane,52,4,4
AID05111,Fast Lane,57,6,5
AID05113,Slow Lane,50,0,0
AID05114,Fast Lane,56,1,2
AID05114,Middle Lane 1,48,0,2
AID05114,Middle Lane 2,65,6,9
AID05114,Slow Lane,75,0,1
AID05115,Fast Lane,65,2,2
AID05115,Slow Lane,70,1,2
AID05116,Fast Lane,55,4,5
AID05116,Middle Lane 2,57,1,2
AID05117,Fast Lane,83,3,7
AID05117,Slow Lane,68,4,7
AID05118,Fast Lane,72,1,4
AID05118,Slow Lane,68,4,3
AID05119,Fast Lane,59,12,3
AID05119,Slow Lane,53,22,5
AID05120,Fast Lane,93,2,6
AID05120,Slow Lane,80,6,9
AID05121,Fast Lane,77,2,4
AID05121,Slow Lane,67,4,8
AID05122,Fast Lane,74,2,6
AID05122,Slow Lane,65,2,5
AID05123,Fast Lane,80,3,6
AID05123,Middle Lane,65,3,5
AID05123,Slow Lane,74,1,2
AID05124,Fast Lane,98,1,2
AID05124,Middle Lane,100,4,8
AID05124,Slow Lane,82,0,2
AID05125,Fast Lane,91,0,2
AID05125,Middle Lane 1,83,6,6
AID05125,Middle Lane 2,75,7,13
AID05125,Middle Lane 3,99,1,4
AID05125,Slow Lane,112,1,1
AID05126,Fast Lane,82,4,6
AID05126,Middle Lane,82,4,6
AID05126,Slow Lane,66,0,1
AID05127,Fast Lane,66,4,6
AID05127,Slow Lane,68,4,8
AID05128,Fast Lane,81,7,7
AID05128,Middle Lane,74,2,3
AID05128,Slow Lane,56,1,1
AID05129,Fast Lane,63,2,6
AID05129,Middle Lane,61,6,7
AID05129,Slow Lane,49,10,12
AID05130,Fast Lane,66,12,10
AID05130,Slow Lane,58,6,10
AID05131,Fast Lane,76,3,6
AID05131,Slow Lane,61,2,3
AID05132,Fast Lane,109,1,2
AID05132,Middle Lane,93,1,2
AID05132,Slow Lane,85,1,3
AID05133,Fast Lane,90,1,2
AID05133,Slow Lane,73,0,2
AID05134,Fast Lane,76,2,4
AID05134,Slow Lane,85,2,3
AID05135,Fast Lane,79,2,4
AID05135,Slow Lane,65,6,9
AID05201,Fast Lane,78,2,2
AID05201,Middle Lane,48,3,2
AID05201,Slow Lane,67,4,3
AID05202,Fast Lane,83,2,4
AID05202,Slow Lane,97,4,7
AID05203,Fast Lane,110,2,3
AID05203,Slow Lane,90,2,6
AID05204,Fast Lane,90,2,4
AID05204,Middle Lane,80,5,5
AID05204,Slow Lane,80,2,2
AID05205,Fast Lane,85,4,6
AID05205,Slow Lane,77,2,3
AID05207,Fast Lane,98,1,4
AID05207,Middle Lane,75,4,10
AID05207,Slow Lane,71,1,3
AID05208,Fast Lane,104,2,3
AID05208,Middle Lane 1,76,1,3
AID05208,Middle Lane 2,78,3,7
AID05208,Slow Lane,58,0,1
AID05209,Fast Lane,92,2,4
AID05209,Middle Lane 1,84,2,4
AID05209,Middle Lane 2,84,3,5
AID05209,Slow Lane,92,1,3
AID05210,Fast Lane,63,2,2
AID05210,Middle Lane 1,92,2,3
AID05210,Middle Lane 2,75,4,8
AID05210,Middle Lane 3,88,1,2
AID05210,Slow Lane,74,2,2
AID05211,Fast Lane,79,4,5
AID05211,Middle Lane 1,74,1,3
AID05211,Middle Lane 2,69,6,8
AID05211,Middle Lane 3,80,3,4
AID05211,Slow Lane,69,2,5
AID05212,Fast Lane,78,1,1
AID05212,Middle Lane,90,1,4
AID05212,Slow Lane,73,5,3
AID05213,Fast Lane,81,2,4
AID05213,Middle Lane,67,5,9
AID05213,Slow Lane,60,2,4
AID05214,Fast Lane,70,2,5
AID05214,Slow Lane,84,3,3
AID05215,Fast Lane,70,0,1
AID05215,Slow Lane,69,1,3
AID05216,Fast Lane,70,0,0
AID05216,Slow Lane,64,1,3
AID05217,Fast Lane,91,0,2
AID05217,Slow Lane,77,4,5
AID05218,Fast Lane,76,1,2
AID05218,Middle Lane,58,5,7
AID05218,Slow Lane,80,2,4
AID05219,Fast Lane,68,4,4
AID05219,Slow Lane,68,3,6
AID05220,Fast Lane,72,3,6
AID05220,Slow Lane,65,0,1
AID05221,Fast Lane,75,0,1
AID05221,Slow Lane,66,0,1
AID05222,Fast Lane,88,0,1
AID05222,Middle Lane,61,1,1
AID05222,Slow Lane,58,2,3
AID05223,Fast Lane,57,0,1
AID05223,Slow Lane,48,4,5
AID05224,Fast Lane,47,9,12
AID05225,Fast Lane,50,11,14
AID05226,Fast Lane,53,2,4
AID05226,Middle Lane 1,50,0,0
AID05226,Middle Lane 2,43,11,14
AID05226,Slow Lane,50,0,0
AID05227,Fast Lane,49,3,4
AID05227,Middle Lane 1,40,7,6
AID05227,Middle Lane 2,49,8,8
AID05227,Slow Lane,59,1,1
AID05232,Fast Lane,42,8,11
AID05232,Slow Lane,45,2,4
AID05233,Fast Lane,59,2,2
AID05233,Middle Lane,73,0,1
AID05233,Slow Lane,30,2,1
AID05234,Fast Lane,56,0,1
AID05234,Middle Lane,70,0,0
AID05234,Slow Lane,70,0,0
AID05235,Fast Lane,61,1,1
AID07101,Fast Lane,54,12,7
AID07101,Middle Lane,50,0,0
AID07101,Slow Lane,71,0,1
AID07102,Fast Lane,70,0,0
AID07102,Slow Lane,70,0,0
AID07103,Fast Lane,94,2,2
AID07103,Slow Lane,64,0,2
AID07104,Fast Lane,90,5,6
AID07104,Middle Lane,69,5,7
AID07104,Slow Lane,63,4,4
AID07106,Fast Lane,69,6,11
AID07106,Middle Lane,69,12,10
AID07106,Slow Lane,96,0,1
AID07107,Fast Lane,38,6,5
AID07107,Middle Lane,58,9,10
AID07107,Slow Lane,58,2,3
AID07108,Fast Lane,49,2,4
AID07108,Middle Lane 1,35,9,8
AID07108,Middle Lane 2,42,1,3
AID07108,Slow Lane,12,23,1
AID07109,Fast Lane,42,1,3
AID07109,Middle Lane 1,39,2,3
AID07109,Middle Lane 2,57,4,8
AID07109,Slow Lane,43,2,2
AID07110,Fast Lane,53,3,3
AID07110,Slow Lane,30,6,2
AID07111,Fast Lane,62,14,13
AID07111,Middle Lane,59,6,8
AID07111,Slow Lane,29,8,2
AID07112,Fast Lane,55,11,9
AID07112,Middle Lane,66,0,1
AID07112,Slow Lane,70,0,0
AID07113,Fast Lane,56,7,10
AID07113,Middle Lane 1,79,5,5
AID07113,Middle Lane 2,70,0,0
AID07113,Slow Lane,57,2,2
AID07114,Fast Lane,55,9,10
AID07114,Middle Lane 1,73,1,2
AID07114,Middle Lane 2,82,2,2
AID07114,Middle Lane 3,70,0,0
AID07114,Middle Lane 4,61,1,2
AID07114,Slow Lane,43,1,2
AID07115,Fast Lane,53,6,7
AID07115,Slow Lane,53,7,7
AID07116,Fast Lane,61,19,5
AID07116,Middle Lane 1,39,31,7
AID07116,Middle Lane 2,55,19,5
AID07116,Slow Lane,25,72,1
AID07117,Fast Lane,72,6,9
AID07117,Middle Lane,65,4,7
AID07117,Slow Lane,65,0,2
AID07118,Fast Lane,61,3,7
AID07118,Middle Lane,56,3,6
AID07118,Slow Lane,59,2,3
AID07119,Fast Lane,84,5,11
AID07119,Middle Lane,71,4,9
AID07119,Slow Lane,63,2,2
AID07120,Fast Lane,73,6,11
AID07120,Middle Lane,66,4,7
AID07120,Slow Lane,66,1,2
AID07121,Fast Lane,72,4,10
AID07121,Middle Lane,67,2,5
AID07121,Slow Lane,66,1,4
AID07122,Fast Lane,52,16,12
AID07122,Middle Lane,45,1,2
AID07122,Slow Lane,55,3,3
AID07123,Fast Lane,66,4,8
AID07123,Middle Lane,66,6,9
AID07123,Slow Lane,63,7,4
AID07124,Fast Lane,59,2,5
AID07124,Middle Lane,51,3,6
AID07124,Slow Lane,46,6,3
AID07125,Fast Lane,73,5,9
AID07125,Slow Lane,67,3,6
AID07126,Fast Lane,61,7,8
AID07126,Slow Lane,63,3,6
AID07127,Fast Lane,59,10,14
AID07127,Slow Lane,53,4,5
AID07128,Fast Lane,50,8,9
AID07128,Slow Lane,42,5,7
AID07129,Fast Lane,73,6,10
AID07129,Middle Lane,68,6,14
AID07129,Slow Lane,64,5,4
AID07130,Fast Lane,77,7,13
AID07130,Middle Lane,67,8,13
AID07130,Slow Lane,78,2,5
AID07131,Fast Lane,91,4,8
AID07131,Middle Lane,73,6,10
AID07131,Slow Lane,75,3,4
AID07133,Fast Lane,92,1,3
AID07133,Middle Lane,83,7,8
AID07133,Slow Lane,80,0,0
AID07134,Fast Lane,80,1,4
AID07134,Slow Lane,75,3,5
AID07201,Fast Lane,60,1,2
AID07201,Middle Lane 1,79,1,5
AID07201,Middle Lane 2,66,3,6
AID07201,Slow Lane,72,2,3
AID07202,Fast Lane,71,1,3
AID07202,Middle Lane,61,4,5
AID07202,Slow Lane,72,3,2
AID07203,Fast Lane,70,0,0
AID07203,Middle Lane,71,3,7
AID07203,Slow Lane,73,3,4
AID07204,Fast Lane,70,1,0
AID07204,Middle Lane,60,13,7
AID07204,Slow Lane,58,7,4
AID07205,Fast Lane,87,0,1
AID07205,Middle Lane 1,64,0,1
AID07205,Middle Lane 2,80,1,3
AID07205,Slow Lane,70,0,0
AID07206,Fast Lane,84,2,3
AID07206,Middle Lane,65,3,5
AID07206,Slow Lane,63,0,1
AID07207,Fast Lane,75,2,5
AID07207,Middle Lane,74,3,5
AID07207,Slow Lane,81,1,1
AID07208,Fast Lane,68,15,8
AID07208,Middle Lane,56,21,8
AID07208,Slow Lane,71,11,4
AID07209,Fast Lane,63,4,8
AID07209,Middle Lane 1,32,3,2
AID07209,Middle Lane 2,63,4,7
AID07209,Slow Lane,61,6,7
AID07210,Fast Lane,72,3,3
AID07210,Middle Lane,67,6,9
AID07210,Slow Lane,53,6,5
AID07211,Fast Lane,9,9,2
AID07211,Middle Lane,70,0,0
AID07211,Slow Lane,45,0,2
AID07212,Fast Lane,65,2,5
AID07212,Middle Lane,60,7,8
AID07212,Slow Lane,65,3,6
AID07213,Fast Lane,80,1,3
AID07213,Middle Lane,67,9,10
AID07213,Slow Lane,69,3,4
AID07214,Fast Lane,72,12,7
AID07214,Middle Lane,84,6,6
AID07214,Slow Lane,86,2,3
AID07215,Fast Lane,79,2,5
AID07215,Middle Lane,71,2,6
AID07215,Slow Lane,72,2,2
AID07216,Fast Lane,64,4,6
AID07216,Middle Lane,62,3,7
AID07216,Slow Lane,56,1,2
AID07217,Fast Lane,87,3,3
AID07217,Middle Lane,63,7,7
AID07217,Slow Lane,63,1,3
AID07218,Fast Lane,77,7,8
AID07218,Middle Lane 1,64,2,3
AID07218,Middle Lane 2,67,6,4
AID07218,Slow Lane,66,2,3
AID07219,Fast Lane,53,3,1
AID07219,Middle Lane,56,4,3
AID07219,Slow Lane,59,4,6
AID07220,Fast Lane,82,7,7
AID07220,Middle Lane 1,68,1,3
AID07220,Middle Lane 2,82,3,4
AID07220,Slow Lane,67,1,3
AID07221,Fast Lane,61,8,10
AID07221,Middle Lane,58,1,2
AID07221,Slow Lane,74,3,1
AID07222,Fast Lane,66,2,9
AID07222,Middle Lane,57,0,1
AID07222,Slow Lane,42,2,1
AID07223,Fast Lane,48,10,13
AID07223,Middle Lane,50,0,1
AID07223,Slow Lane,50,0,0
AID07224,Fast Lane,72,4,1
AID07224,Middle Lane 1,60,0,2
AID07224,Middle Lane 2,50,0,0
AID07224,Slow Lane,50,3,0
AID07225,Fast Lane,47,6,6
AID07225,Middle Lane,48,6,4
AID07225,Slow Lane,42,2,2
AID07226,Fast Lane,57,6,7
AID07226,Middle Lane 1,32,1,1
AID07226,Middle Lane 2,25,8,3
AID07226,Slow Lane,50,0,0
AID07227,Fast Lane,50,2,3
AID07227,Slow Lane,41,2,3
AID07228,Fast Lane,76,2,3
AID07228,Middle Lane,66,3,7
AID07228,Slow Lane,60,4,1
AID07229,Fast Lane,84,4,5
AID07229,Slow Lane,73,8,6
AID07230,Fast Lane,95,3,8
AID07230,Slow Lane,74,7,9
AID07232,Fast Lane,54,2,3
AID07232,Slow Lane,30,6,5
AID08101,Fast Lane,68,4,5
AID08101,Middle Lane,74,3,6
AID08101,Slow Lane,69,1,1
AID08102,Fast Lane,88,4,4
AID08102,Middle Lane,107,5,6
AID08102,Slow Lane,99,2,4
AID08103,Fast Lane,89,4,9
AID08103,Middle Lane,86,3,6
AID08103,Slow Lane,71,5,4
AID08104,Fast Lane,125,1,4
AID08104,Middle Lane,115,2,5
AID08104,Slow Lane,72,1,1
AID08105,Fast Lane,103,1,2
AID08105,Middle Lane,100,2,5
AID08105,Slow Lane,64,1,1
AID08106,Fast Lane,110,1,2
AID08106,Middle Lane,106,3,5
AID08106,Slow Lane,91,0,1
AID08107,Fast Lane,128,7,1
AID08107,Middle Lane,115,10,3
AID08107,Slow Lane,113,9,2
AID08108,Fast Lane,118,2,6
AID08108,Middle Lane,101,5,7
AID08108,Slow Lane,84,2,3
AID08109,Fast Lane,108,3,7
AID08109,Middle Lane,106,6,11
AID08109,Slow Lane,97,4,8
AID08110,Fast Lane,122,1,5
AID08110,Middle Lane,97,3,7
AID08110,Slow Lane,110,0,0
AID08111,Fast Lane,103,2,6
AID08111,Middle Lane,84,4,10
AID08111,Slow Lane,88,0,1
AID08112,Fast Lane,94,3,5
AID08112,Middle Lane,83,6,8
AID08112,Slow Lane,77,3,4
AID08113,Fast Lane,111,2,4
AID08113,Middle Lane,96,4,7
AID08113,Slow Lane,91,3,3
AID08114,Fast Lane,122,3,4
AID08114,Middle Lane,101,7,9
AID08114,Slow Lane,110,0,0
AID08115,Fast Lane,109,3,5
AID08115,Middle Lane,77,1,3
AID08115,Slow Lane,78,3,3
AID08116,Fast Lane,114,1,3
AID08116,Middle Lane,96,3,6
AID08116,Slow Lane,77,8,5
AID08117,Fast Lane,114,2,8
AID08117,Middle Lane,82,10,11
AID08117,Slow Lane,86,5,6
AID08118,Fast Lane,102,3,5
AID08118,Middle Lane,87,4,8
AID08118,Slow Lane,92,10,6
AID08119,Fast Lane,136,0,1
AID08119,Middle Lane,111,2,4
AID08119,Slow Lane,86,6,8
AID08120,Fast Lane,92,2,3
AID08120,Middle Lane,73,5,6
AID08120,Slow Lane,64,0,1
AID08121,Fast Lane,110,0,0
AID08121,Middle Lane,99,3,5
AID08121,Slow Lane,89,4,3
AID08122,Fast Lane,126,0,1
AID08122,Middle Lane,96,2,3
AID08122,Slow Lane,57,2,1
AID08201,Fast Lane,107,1,2
AID08201,Middle Lane,77,3,6
AID08201,Slow Lane,71,4,2
AID08202,Fast Lane,105,2,4
AID08202,Middle Lane,94,2,5
AID08202,Slow Lane,72,4,3
AID08203,Fast Lane,110,0,0
AID08203,Middle Lane,15,3,1
AID08203,Slow Lane,110,0,0
AID08204,Fast Lane,126,1,2
AID08204,Middle Lane,112,0,2
AID08204,Slow Lane,107,2,3
AID08205,Fast Lane,110,0,0
AID08205,Middle Lane,104,3,6
AID08205,Slow Lane,95,1,2
AID08206,Fast Lane,95,1,1
AID08206,Middle Lane,94,3,5
AID08206,Slow Lane,78,0,2
AID08207,Fast Lane,109,0,1
AID08207,Middle Lane,87,2,6
AID08207,Slow Lane,91,2,4
AID08208,Fast Lane,108,1,2
AID08208,Middle Lane,96,2,5
AID08208,Slow Lane,90,3,4
AID08209,Fast Lane,110,0,2
AID08209,Middle Lane,88,1,3
AID08209,Slow Lane,90,0,1
AID08210,Fast Lane,103,0,1
AID08210,Middle Lane,91,2,4
AID08210,Slow Lane,79,3,4
AID08211,Fast Lane,110,1,3
AID08211,Middle Lane,102,1,2
AID08211,Slow Lane,94,2,4
AID08212,Fast Lane,111,0,2
AID08212,Middle Lane,94,1,4
